,polarization,avg_degree,num_states,color
1148,26,28,2.0,1
1149,26,29,3.0,1
1150,26,30,2.0,1
1151,26,31,2.0,1
1152,26,32,2.0,1
1153,26,33,2.0,1
1154,26,34,3.0,1
1155,26,35,2.0,1
1156,26,36,2.0,1
1157,26,37,2.0,1
1158,26,38,2.0,1
1159,26,39,2.0,1
1160,26,40,2.0,1
1161,26,41,2.0,1
1162,26,42,2.0,1
1163,26,43,2.0,1
1164,26,44,2.0,1
1165,26,45,2.0,1
1166,26,46,2.0,1
1167,26,47,2.0,1
1168,26,48,2.0,1
1169,26,49,2.0,1
1170,27,5,2.0,1
1171,27,6,2.0,1
1172,27,7,2.0,1
1173,27,8,3.0,1
1174,27,9,2.0,1
1175,27,10,2.0,1
1176,27,11,2.0,1
1177,27,12,2.0,1
1178,27,13,2.0,1
1179,27,14,2.0,1
1180,27,15,2.0,1
1181,27,16,2.0,1
1182,27,17,2.0,1
1183,27,18,2.0,1
1184,27,19,2.0,1
1185,27,20,2.0,1
1186,27,21,2.0,1
1187,27,22,2.0,1
1188,27,23,2.0,1
1189,27,24,2.0,1
1190,27,25,2.0,1
1191,27,26,2.0,1
1192,27,27,2.0,1
1193,27,28,2.0,1
1194,27,29,2.0,1
1195,27,30,2.0,1
1196,27,31,3.0,1
1197,27,32,3.0,1
1198,27,33,2.0,1
1199,27,34,2.0,1
1200,27,35,2.0,1
1201,27,36,3.0,1
1202,27,37,2.0,1
1203,27,38,2.0,1
1204,27,39,2.0,1
1205,27,40,2.0,1
1206,27,41,2.0,1
1207,27,42,2.0,1
1208,27,43,2.0,1
1209,27,44,2.0,1
1210,27,45,2.0,1
1211,27,46,2.0,1
1212,27,47,2.0,1
1213,27,48,3.0,1
1214,27,49,2.0,1
1215,28,5,2.0,1
1216,28,6,3.0,1
1217,28,7,2.0,1
1218,28,8,2.0,1
1219,28,9,2.0,1
1220,28,10,2.0,1
1221,28,11,2.0,1
1222,28,12,3.0,1
1223,28,13,2.0,1
1224,28,14,2.0,1
1225,28,15,2.0,1
1226,28,16,2.0,1
1227,28,17,2.0,1
1228,28,18,2.0,1
1229,28,19,2.0,1
1230,28,20,2.0,1
1231,28,21,2.0,1
1232,28,22,3.0,1
1233,28,23,3.0,1
1234,28,24,2.0,1
1235,28,25,2.0,1
1236,28,26,2.0,1
1237,28,27,2.0,1
1238,28,28,2.0,1
1239,28,29,2.0,1
1240,28,30,2.0,1
1241,28,31,2.0,1
1242,28,32,3.0,1
1243,28,33,2.0,1
1244,28,34,2.0,1
1245,28,35,2.0,1
1246,28,36,2.0,1
1247,28,37,2.0,1
1248,28,38,2.0,1
1249,28,39,2.0,1
1250,28,40,2.0,1
1251,28,41,3.0,1
1252,28,42,2.0,1
1253,28,43,2.0,1
1254,28,44,3.0,1
1255,28,45,2.0,1
1256,28,46,3.0,1
1257,28,47,2.0,1
1258,28,48,2.0,1
1259,28,49,2.0,1
1260,29,5,3.0,1
1261,29,6,2.0,1
1262,29,7,2.0,1
1263,29,8,3.0,1
1264,29,9,2.0,1
1265,29,10,3.0,1
1266,29,11,2.0,1
1267,29,12,3.0,1
1268,29,13,3.0,1
1269,29,14,3.0,1
1270,29,15,2.0,1
1271,29,16,2.0,1
1272,29,17,3.0,1
1273,29,18,2.0,1
1274,29,19,3.0,1
1275,29,20,2.0,1
1276,29,21,2.0,1
1277,29,22,2.0,1
1278,29,23,3.0,1
1279,29,24,3.0,1
1280,29,25,3.0,1
1281,29,26,2.0,1
1282,29,27,2.0,1
1283,29,28,3.0,1
1284,29,29,2.0,1
1285,29,30,2.0,1
1286,29,31,3.0,1
1287,29,32,2.0,1
1288,29,33,2.0,1
1289,29,34,3.0,1
1290,29,35,2.0,1
1291,29,36,2.0,1
1292,29,37,2.0,1
1293,29,38,2.0,1
1294,29,39,2.0,1
1295,29,40,3.0,1
1296,29,41,2.0,1
1297,29,42,2.0,1
1298,29,43,3.0,1
1299,29,44,2.0,1
1300,29,45,3.0,1
1301,29,46,2.0,1
1302,29,47,3.0,1
1303,29,48,3.0,1
1304,29,49,2.0,1
1305,30,5,3.0,1
1306,30,6,3.0,1
1307,30,7,2.0,1
1308,30,8,3.0,1
1309,30,9,3.0,1
1310,30,10,2.0,1
1311,30,11,3.0,1
1312,30,12,2.0,1
1313,30,13,3.0,1
1314,30,14,3.0,1
1315,30,15,2.0,1
1316,30,16,2.0,1
1317,30,17,2.0,1
1318,30,18,3.0,1
1319,30,19,2.0,1
1320,30,20,3.0,1
1321,30,21,3.0,1
1322,30,22,2.0,1
1323,30,23,2.0,1
1324,30,24,3.0,1
1325,30,25,3.0,1
1326,30,26,2.0,1
1327,30,27,2.0,1
1328,30,28,2.0,1
1329,30,29,3.0,1
1330,30,30,3.0,1
1331,30,31,3.0,1
1332,30,32,3.0,1
1333,30,33,2.0,1
1334,30,34,2.0,1
1335,30,35,3.0,1
1336,30,36,2.0,1
1337,30,37,3.0,1
1338,30,38,3.0,1
1339,30,39,2.0,1
1340,30,40,2.0,1
1341,30,41,2.0,1
1342,30,42,2.0,1
1343,30,43,3.0,1
1344,30,44,3.0,1
1345,30,45,2.0,1
1346,30,46,2.0,1
1347,30,47,2.0,1
1348,30,48,2.0,1
1349,30,49,2.0,1
1350,31,5,2.0,1
1351,31,6,3.0,1
1352,31,7,2.0,1
1353,31,8,2.0,1
1354,31,9,3.0,1
1355,31,10,3.0,1
1356,31,11,2.0,1
1357,31,12,3.0,1
1358,31,13,2.0,1
1359,31,14,2.0,1
1360,31,15,2.0,1
1361,31,16,3.0,1
1362,31,17,3.0,1
1363,31,18,3.0,1
1364,31,19,2.0,1
1365,31,20,3.0,1
1366,31,21,3.0,1
1367,31,22,2.0,1
1368,31,23,3.0,1
1369,31,24,2.0,1
1370,31,25,3.0,1
1371,31,26,3.0,1
1372,31,27,2.0,1
1373,31,28,3.0,1
1374,31,29,3.0,1
1375,31,30,3.0,1
1376,31,31,3.0,1
1377,31,32,2.0,1
1378,31,33,2.0,1
1379,31,34,3.0,1
1380,31,35,3.0,1
1381,31,36,2.0,1
1382,31,37,2.0,1
1383,31,38,2.0,1
1384,31,39,3.0,1
1385,31,40,2.0,1
1386,31,41,2.0,1
1387,31,42,3.0,1
1388,31,43,2.0,1
1389,31,44,3.0,1
1390,31,45,3.0,1
1391,31,46,3.0,1
1392,31,47,3.0,1
1393,31,48,3.0,1
1394,31,49,3.0,1
1395,32,5,3.0,1
1396,32,6,3.0,1
1397,32,7,3.0,1
1398,32,8,2.0,1
1399,32,9,3.0,1
1400,32,10,3.0,1
1401,32,11,2.0,1
1402,32,12,2.0,1
1403,32,13,3.0,1
1404,32,14,3.0,1
1405,32,15,3.0,1
1406,32,16,2.0,1
1407,32,17,3.0,1
1408,32,18,2.0,1
1409,32,19,3.0,1
1410,32,20,3.0,1
1411,32,21,3.0,1
1412,32,22,4.0,1
1413,32,23,2.0,1
1414,32,24,3.0,1
1415,32,25,3.0,1
1416,32,26,2.0,1
1417,32,27,3.0,1
1418,32,28,2.0,1
1419,32,29,3.0,1
1420,32,30,3.0,1
1421,32,31,3.0,1
1422,32,32,3.0,1
1423,32,33,3.0,1
1424,32,34,3.0,1
1425,32,35,3.0,1
1426,32,36,3.0,1
1427,32,37,3.0,1
1428,32,38,3.0,1
1429,32,39,2.0,1
1430,32,40,2.0,1
1431,32,41,2.0,1
1432,32,42,3.0,1
1433,32,43,3.0,1
1434,32,44,2.0,1
1435,32,45,3.0,1
1436,32,46,2.0,1
1437,32,47,3.0,1
1438,32,48,3.0,1
1439,32,49,3.0,1
1440,33,5,2.0,1
1441,33,6,2.0,1
1442,33,7,3.0,1
1443,33,8,3.0,1
1444,33,9,3.0,1
1445,33,10,3.0,1
1446,33,11,3.0,1
1447,33,12,3.0,1
1448,33,13,3.0,1
1449,33,14,3.0,1
1450,33,15,3.0,1
1451,33,16,3.0,1
1452,33,17,3.0,1
1453,33,18,3.0,1
1454,33,19,3.0,1
1455,33,20,2.0,1
1456,33,21,3.0,1
1457,33,22,3.0,1
1458,33,23,3.0,1
1459,33,24,2.0,1
1460,33,25,3.0,1
1461,33,26,3.0,1
1462,33,27,3.0,1
1463,33,28,3.0,1
1464,33,29,3.0,1
1465,33,30,3.0,1
1466,33,31,3.0,1
1467,33,32,3.0,1
1468,33,33,2.0,1
1469,33,34,3.0,1
1470,33,35,3.0,1
1471,33,36,3.0,1
1472,33,37,2.0,1
1473,33,38,4.0,1
1474,33,39,3.0,1
1475,33,40,4.0,1
1476,33,41,3.0,1
1477,33,42,2.0,1
1478,33,43,3.0,1
1479,33,44,3.0,1
1480,33,45,3.0,1
1481,33,46,3.0,1
1482,33,47,3.0,1
1483,33,48,3.0,1
1484,33,49,2.0,1
1485,34,5,3.0,1
1486,34,6,3.0,1
1487,34,7,3.0,1
1488,34,8,3.0,1
1489,34,9,3.0,1
1490,34,10,3.0,1
1491,34,11,3.0,1
1492,34,12,3.0,1
1493,34,13,2.0,1
1494,34,14,3.0,1
1495,34,15,3.0,1
1496,34,16,3.0,1
1497,34,17,3.0,1
1498,34,18,3.0,1
1499,34,19,3.0,1
1500,34,20,3.0,1
1501,34,21,3.0,1
1502,34,22,3.0,1
1503,34,23,3.0,1
1504,34,24,3.0,1
1505,34,25,3.0,1
1506,34,26,3.0,1
1507,34,27,3.0,1
1508,34,28,3.0,1
1509,34,29,3.0,1
1510,34,30,3.0,1
1511,34,31,3.0,1
1512,34,32,3.0,1
1513,34,33,4.0,1
1514,34,34,3.0,1
1515,34,35,3.0,1
1516,34,36,3.0,1
1517,34,37,3.0,1
1518,34,38,2.0,1
1519,34,39,3.0,1
1520,34,40,3.0,1
1521,34,41,3.0,1
1522,34,42,3.0,1
1523,34,43,3.0,1
1524,34,44,3.0,1
1525,34,45,3.0,1
1526,34,46,3.0,1
1527,34,47,3.0,1
1528,34,48,3.0,1
1529,34,49,3.0,1
1530,35,5,3.0,1
1531,35,6,3.0,1
1532,35,7,4.0,1
1533,35,8,3.0,1
1534,35,9,3.0,1
1535,35,10,3.0,1
1536,35,11,3.0,1
1537,35,12,4.0,1
1538,35,13,3.0,1
1539,35,14,5.0,1
1540,35,15,2.0,1
1541,35,16,3.0,1
1542,35,17,3.0,1
1543,35,18,3.0,1
1544,35,19,3.0,1
1545,35,20,3.0,1
1546,35,21,3.0,1
1547,35,22,3.0,1
1548,35,23,3.0,1
1549,35,24,3.0,1
1550,35,25,3.0,1
1551,35,26,3.0,1
1552,35,27,3.0,1
1553,35,28,3.0,1
1554,35,29,3.0,1
1555,35,30,3.0,1
1556,35,31,3.0,1
1557,35,32,5.0,1
1558,35,33,3.0,1
1559,35,34,3.0,1
1560,35,35,3.0,1
1561,35,36,3.0,1
1562,35,37,3.0,1
1563,35,38,3.0,1
1564,35,39,3.0,1
1565,35,40,3.0,1
1566,35,41,3.0,1
1567,35,42,3.0,1
1568,35,43,3.0,1
1569,35,44,3.0,1
1570,35,45,4.0,1
1571,35,46,3.0,1
1572,35,47,3.0,1
1573,35,48,3.0,1
1574,35,49,3.0,1
1575,36,5,3.0,1
1576,36,6,3.0,1
1577,36,7,3.0,1
1578,36,8,3.0,1
1579,36,9,3.0,1
1580,36,10,3.0,1
1581,36,11,3.0,1
1582,36,12,4.0,1
1583,36,13,3.0,1
1584,36,14,3.0,1
1585,36,15,3.0,1
1586,36,16,3.0,1
1587,36,17,3.0,1
1588,36,18,3.0,1
1589,36,19,3.0,1
1590,36,20,3.0,1
1591,36,21,4.0,1
1592,36,22,3.0,1
1593,36,23,3.0,1
1594,36,24,3.0,1
1595,36,25,3.0,1
1596,36,26,4.0,1
1597,36,27,3.0,1
1598,36,28,3.0,1
1599,36,29,3.0,1
1600,36,30,3.0,1
1601,36,31,3.0,1
1602,36,32,3.0,1
1603,36,33,3.0,1
1604,36,34,3.0,1
1605,36,35,4.0,1
1606,36,36,4.0,1
1607,36,37,3.0,1
1608,36,38,3.0,1
1609,36,39,3.0,1
1610,36,40,3.0,1
1611,36,41,3.0,1
1612,36,42,3.0,1
1613,36,43,3.0,1
1614,36,44,3.0,1
1615,36,45,3.0,1
1616,36,46,3.0,1
1617,36,47,3.0,1
1618,36,48,4.0,1
1619,36,49,3.0,1
1620,37,5,3.0,1
1621,37,6,3.0,1
1622,37,7,3.0,1
1623,37,8,3.0,1
1624,37,9,3.0,1
1625,37,10,3.0,1
1626,37,11,4.0,1
1627,37,12,3.0,1
1628,37,13,3.0,1
1629,37,14,3.0,1
1630,37,15,3.0,1
1631,37,16,4.0,1
1632,37,17,3.0,1
1633,37,18,3.0,1
1634,37,19,4.0,1
1635,37,20,3.0,1
1636,37,21,3.0,1
1637,37,22,3.0,1
1638,37,23,3.0,1
1639,37,24,3.0,1
1640,37,25,3.0,1
1641,37,26,3.0,1
1642,37,27,3.0,1
1643,37,28,4.0,1
1644,37,29,3.0,1
1645,37,30,4.0,1
1646,37,31,3.0,1
1647,37,32,3.0,1
1648,37,33,3.0,1
1649,37,34,3.0,1
1650,37,35,3.0,1
1651,37,36,4.0,1
1652,37,37,3.0,1
1653,37,38,3.0,1
1654,37,39,4.0,1
1655,37,40,3.0,1
1656,37,41,3.0,1
1657,37,42,4.0,1
1658,37,43,3.0,1
1659,37,44,3.0,1
1660,37,45,3.0,1
1661,37,46,3.0,1
1662,37,47,3.0,1
1663,37,48,3.0,1
1664,37,49,3.0,1
1665,38,5,4.0,1
1666,38,6,4.0,1
1667,38,7,4.0,1
1668,38,8,3.0,1
1669,38,9,4.0,1
1670,38,10,3.0,1
1671,38,11,4.0,1
1672,38,12,3.0,1
1673,38,13,3.0,1
1674,38,14,4.0,1
1675,38,15,3.0,1
1676,38,16,4.0,1
1677,38,17,4.0,1
1678,38,18,3.0,1
1679,38,19,3.0,1
1680,38,20,4.0,1
1681,38,21,3.0,1
1682,38,22,3.0,1
1683,38,23,3.0,1
1684,38,24,3.0,1
1685,38,25,3.0,1
1686,38,26,4.0,1
1687,38,27,3.0,1
1688,38,28,3.0,1
1689,38,29,3.0,1
1690,38,30,4.0,1
1691,38,31,3.0,1
1692,38,32,3.0,1
1693,38,33,4.0,1
1694,38,34,3.0,1
1695,38,35,3.0,1
1696,38,36,3.0,1
1697,38,37,3.0,1
1698,38,38,4.0,1
1699,38,39,4.0,1
1700,38,40,3.0,1
1701,38,41,4.0,1
1702,38,42,4.0,1
1703,38,43,3.0,1
1704,38,44,3.0,1
1705,38,45,4.0,1
1706,38,46,3.0,1
1707,38,47,3.0,1
1708,38,48,3.0,1
1709,38,49,4.0,1
1710,39,5,4.0,1
1711,39,6,3.0,1
1712,39,7,3.0,1
1713,39,8,4.0,1
1714,39,9,5.0,1
1715,39,10,4.0,1
1716,39,11,4.0,1
1717,39,12,3.0,1
1718,39,13,4.0,1
1719,39,14,3.0,1
1720,39,15,3.0,1
1721,39,16,3.0,1
1722,39,17,4.0,1
1723,39,18,4.0,1
1724,39,19,3.0,1
1725,39,20,3.0,1
1726,39,21,3.0,1
1727,39,22,5.0,1
1728,39,23,3.0,1
1729,39,24,4.0,1
1730,39,25,3.0,1
1731,39,26,5.0,1
1732,39,27,4.0,1
1733,39,28,3.0,1
1734,39,29,3.0,1
1735,39,30,4.0,1
1736,39,31,3.0,1
1737,39,32,4.0,1
1738,39,33,4.0,1
1739,39,34,4.0,1
1740,39,35,3.0,1
1741,39,36,3.0,1
1742,39,37,3.0,1
1743,39,38,4.0,1
1744,39,39,4.0,1
1745,39,40,5.0,1
1746,39,41,3.0,1
1747,39,42,3.0,1
1748,39,43,5.0,1
1749,39,44,3.0,1
1750,39,45,4.0,1
1751,39,46,4.0,1
1752,39,47,4.0,1
1753,39,48,4.0,1
1754,39,49,4.0,1
1755,40,5,4.0,1
1756,40,6,3.0,1
1757,40,7,4.0,1
1758,40,8,4.0,1
1759,40,9,4.0,1
1760,40,10,4.0,1
1761,40,11,4.0,1
1762,40,12,4.0,1
1763,40,13,3.0,1
1764,40,14,3.0,1
1765,40,15,4.0,1
1766,40,16,4.0,1
1767,40,17,3.0,1
1768,40,18,4.0,1
1769,40,19,4.0,1
1770,40,20,4.0,1
1771,40,21,5.0,1
1772,40,22,4.0,1
1773,40,23,4.0,1
1774,40,24,5.0,1
1775,40,25,3.0,1
1776,40,26,4.0,1
1777,40,27,4.0,1
1778,40,28,4.0,1
1779,40,29,5.0,1
1780,40,30,4.0,1
1781,40,31,4.0,1
1782,40,32,4.0,1
1783,40,33,4.0,1
1784,40,34,4.0,1
1785,40,35,4.0,1
1786,40,36,5.0,1
1787,40,37,3.0,1
1788,40,38,4.0,1
1789,40,39,4.0,1
1790,40,40,3.0,1
1791,40,41,3.0,1
1792,40,42,5.0,1
1793,40,43,3.0,1
1794,40,44,3.0,1
1795,40,45,3.0,1
1796,40,46,5.0,1
1797,40,47,3.0,1
1798,40,48,4.0,1
1799,40,49,4.0,1
1800,41,5,4.0,1
1801,41,6,4.0,1
1802,41,7,3.0,1
1803,41,8,4.0,1
1804,41,9,3.0,1
1805,41,10,4.0,1
1806,41,11,3.0,1
1807,41,12,4.0,1
1808,41,13,4.0,1
1809,41,14,4.0,1
1810,41,15,4.0,1
1811,41,16,4.0,1
1812,41,17,4.0,1
1813,41,18,3.0,1
1814,41,19,3.0,1
1815,41,20,4.0,1
1816,41,21,4.0,1
1817,41,22,4.0,1
1818,41,23,4.0,1
1819,41,24,5.0,1
1820,41,25,4.0,1
1821,41,26,4.0,1
1822,41,27,3.0,1
1823,41,28,4.0,1
1824,41,29,4.0,1
1825,41,30,4.0,1
1826,41,31,3.0,1
1827,41,32,4.0,1
1828,41,33,4.0,1
1829,41,34,4.0,1
1830,41,35,3.0,1
1831,41,36,4.0,1
1832,41,37,4.0,1
1833,41,38,4.0,1
1834,41,39,5.0,1
1835,41,40,4.0,1
1836,41,41,5.0,1
1837,41,42,4.0,1
1838,41,43,4.0,1
1839,41,44,4.0,1
1840,41,45,3.0,1
1841,41,46,4.0,1
1842,41,47,5.0,1
1843,41,48,4.0,1
1844,41,49,5.0,1
1845,42,5,4.0,1
1846,42,6,5.0,1
1847,42,7,5.0,1
1848,42,8,4.0,1
1849,42,9,4.0,1
1850,42,10,4.0,1
1851,42,11,5.0,1
1852,42,12,4.0,1
1853,42,13,5.0,1
1854,42,14,6.0,1
1855,42,15,4.0,1
1856,42,16,5.0,1
1857,42,17,4.0,1
1858,42,18,4.0,1
1859,42,19,5.0,1
1860,42,20,5.0,1
1861,42,21,5.0,1
1862,42,22,4.0,1
1863,42,23,4.0,1
1864,42,24,4.0,1
1865,42,25,5.0,1
1866,42,26,6.0,1
1867,42,27,4.0,1
1868,42,28,5.0,1
1869,42,29,4.0,1
1870,42,30,4.0,1
1871,42,31,4.0,1
1872,42,32,4.0,1
1873,42,33,4.0,1
1874,42,34,4.0,1
1875,42,35,4.0,1
1876,42,36,4.0,1
1877,42,37,4.0,1
1878,42,38,4.0,1
1879,42,39,4.0,1
1880,42,40,5.0,1
1881,42,41,5.0,1
1882,42,42,4.0,1
1883,42,43,5.0,1
1884,42,44,4.0,1
1885,42,45,4.0,1
1886,42,46,5.0,1
1887,42,47,4.0,1
1888,42,48,5.0,1
1889,42,49,5.0,1
1890,43,5,5.0,1
1891,43,6,4.0,1
1892,43,7,4.0,1
1893,43,8,4.0,1
1894,43,9,5.0,1
1895,43,10,5.0,1
1896,43,11,5.0,1
1897,43,12,4.0,1
1898,43,13,5.0,1
1899,43,14,4.0,1
1900,43,15,4.0,1
1901,43,16,6.0,1
1902,43,17,4.0,1
1903,43,18,5.0,1
1904,43,19,6.0,1
1905,43,20,5.0,1
1906,43,21,5.0,1
1907,43,22,6.0,1
1908,43,23,5.0,1
1909,43,24,6.0,1
1910,43,25,4.0,1
1911,43,26,5.0,1
1912,43,27,5.0,1
1913,43,28,4.0,1
1914,43,29,7.0,1
1915,43,30,5.0,1
1916,43,31,4.0,1
1917,43,32,5.0,1
1918,43,33,4.0,1
1919,43,34,5.0,1
1920,43,35,4.0,1
1921,43,36,9.0,1
1922,43,37,4.0,1
1923,43,38,5.0,1
1924,43,39,5.0,1
1925,43,40,5.0,1
1926,43,41,5.0,1
1927,43,42,6.0,1
1928,43,43,5.0,1
1929,43,44,4.0,1
1930,43,45,5.0,1
1931,43,46,5.0,1
1932,43,47,4.0,1
1933,43,48,5.0,1
1934,43,49,4.0,1
1935,44,5,6.0,1
1936,44,6,5.0,1
1937,44,7,5.0,1
1938,44,8,4.0,1
1939,44,9,6.0,1
1940,44,10,5.0,1
1941,44,11,4.0,1
1942,44,12,5.0,1
1943,44,13,5.0,1
1944,44,14,6.0,1
1945,44,15,6.0,1
1946,44,16,5.0,1
1947,44,17,5.0,1
1948,44,18,6.0,1
1949,44,19,4.0,1
1950,44,20,4.0,1
1951,44,21,6.0,1
1952,44,22,5.0,1
1953,44,23,5.0,1
1954,44,24,6.0,1
1955,44,25,5.0,1
1956,44,26,5.0,1
1957,44,27,5.0,1
1958,44,28,4.0,1
1959,44,29,4.0,1
1960,44,30,6.0,1
1961,44,31,8.0,1
1962,44,32,4.0,1
1963,44,33,5.0,1
1964,44,34,5.0,1
1965,44,35,7.0,1
1966,44,36,6.0,1
1967,44,37,5.0,1
1968,44,38,6.0,1
1969,44,39,5.0,1
1970,44,40,5.0,1
1971,44,41,5.0,1
1972,44,42,5.0,1
1973,44,43,5.0,1
1974,44,44,6.0,1
1975,44,45,6.0,1
1976,44,46,5.0,1
1977,44,47,6.0,1
1978,44,48,7.0,1
1979,44,49,5.0,1
1980,45,5,4.0,1
1981,45,6,5.0,1
1982,45,7,5.0,1
1983,45,8,5.0,1
1984,45,9,5.0,1
1985,45,10,4.0,1
1986,45,11,6.0,1
1987,45,12,6.0,1
1988,45,13,5.0,1
1989,45,14,5.0,1
1990,45,15,5.0,1
1991,45,16,6.0,1
1992,45,17,6.0,1
1993,45,18,5.0,1
1994,45,19,7.0,1
1995,45,20,5.0,1
1996,45,21,6.0,1
1997,45,22,6.0,1
1998,45,23,6.0,1
1999,45,24,5.0,1
2000,45,25,5.0,1
2001,45,26,7.0,1
2002,45,27,5.0,1
2003,45,28,7.0,1
2004,45,29,6.0,1
2005,45,30,5.0,1
2006,45,31,4.0,1
2007,45,32,6.0,1
2008,45,33,5.0,1
2009,45,34,7.0,1
2010,45,35,5.0,1
2011,45,36,7.0,1
2012,45,37,7.0,1
2013,45,38,5.0,1
2014,45,39,6.0,1
2015,45,40,8.0,1
2016,45,41,7.0,1
2017,45,42,6.0,1
2018,45,43,6.0,1
2019,45,44,5.0,1
2020,45,45,7.0,1
2021,45,46,8.0,1
2022,45,47,5.0,1
2023,45,48,6.0,1
2024,45,49,6.0,1
2025,46,5,7.0,1
2026,46,6,5.0,1
2027,46,7,5.0,1
2028,46,8,5.0,1
2029,46,9,5.0,1
2030,46,10,7.0,1
2031,46,11,9.0,1
2032,46,12,6.0,1
2033,46,13,7.0,1
2034,46,14,6.0,1
2035,46,15,6.0,1
2036,46,16,8.0,1
2037,46,17,11.0,1
2038,46,18,6.0,1
2039,46,19,12.0,1
2040,46,20,7.0,1
2041,46,21,6.0,1
2042,46,22,6.0,1
2043,46,23,6.0,1
2044,46,24,6.0,1
2045,46,25,9.0,1
2046,46,26,5.0,1
2047,46,27,6.0,1
2048,46,28,7.0,1
2049,46,29,8.0,1
2050,46,30,6.0,1
2051,46,31,5.0,1
2052,46,32,7.0,1
2053,46,33,5.0,1
2054,46,34,7.0,1
2055,46,35,5.0,1
2056,46,36,7.0,1
2057,46,37,5.0,1
2058,46,38,6.0,1
2059,46,39,5.0,1
2060,46,40,5.0,1
2061,46,41,6.0,1
2062,46,42,6.0,1
2063,46,43,8.0,1
2064,46,44,6.0,1
2065,46,45,9.0,1
2066,46,46,6.0,1
2067,46,47,5.0,1
2068,46,48,7.0,1
2069,46,49,6.0,1
2070,47,5,6.0,1
2071,47,6,6.0,1
2072,47,7,7.0,1
2073,47,8,8.0,1
2074,47,9,11.0,1
2075,47,10,5.0,1
2076,47,11,8.0,1
2077,47,12,7.0,1
2078,47,13,10.0,1
2079,47,14,6.0,1
2080,47,15,10.0,1
2081,47,16,9.0,1
2082,47,17,8.0,1
2083,47,18,6.0,1
2084,47,19,6.0,1
2085,47,20,8.0,1
2086,47,21,6.0,1
2087,47,22,12.0,1
2088,47,23,6.0,1
2089,47,24,6.0,1
2090,47,25,6.0,1
2091,47,26,7.0,1
2092,47,27,13.0,1
2093,47,28,7.0,1
2094,47,29,6.0,1
2095,47,30,9.0,1
2096,47,31,8.0,1
2097,47,32,6.0,1
2098,47,33,8.0,1
2099,47,34,7.0,1
2100,47,35,7.0,1
2101,47,36,5.0,1
2102,47,37,8.0,1
2103,47,38,7.0,1
2104,47,39,6.0,1
2105,47,40,8.0,1
2106,47,41,6.0,1
2107,47,42,6.0,1
2108,47,43,6.0,1
2109,47,44,8.0,1
2110,47,45,5.0,1
2111,47,46,12.0,1
2112,47,47,8.0,1
2113,47,48,6.0,1
2114,47,49,8.0,1
2115,48,5,8.0,1
2116,48,6,14.0,1
2117,48,7,13.0,1
2118,48,8,8.0,1
2119,48,9,8.0,1
2120,48,10,11.0,1
2121,48,11,19.0,1
2122,48,13,11.0,1
2123,48,14,9.0,1
2124,48,15,8.0,1
2125,48,16,12.0,1
2126,48,18,6.0,1
2127,48,19,9.0,1
2128,48,20,9.0,1
2129,48,21,8.0,1
2130,48,22,14.0,1
2131,48,23,9.0,1
2132,48,24,7.0,1
2133,48,25,8.0,1
2134,48,26,10.0,1
2135,48,27,7.0,1
2136,48,28,9.0,1
2137,48,29,9.0,1
2138,48,30,9.0,1
2139,48,31,10.0,1
2140,48,32,7.0,1
2141,48,33,17.0,1
2142,48,34,8.0,1
2143,48,35,9.0,1
2144,48,36,8.0,1
2145,48,38,7.0,1
2146,48,39,8.0,1
2147,48,40,10.0,1
2148,48,41,10.0,1
2149,48,42,8.0,1
2150,48,43,6.0,1
2151,48,44,10.0,1
2152,48,45,11.0,1
2153,48,46,11.0,1
2154,48,47,9.0,1
2155,48,48,13.0,1
2156,48,49,7.0,1
2157,49,6,10.0,1
2158,49,7,16.0,1
2159,49,8,12.0,1
2160,49,9,18.0,1
2161,49,10,17.0,1
2162,49,11,11.0,1
2163,49,13,13.0,1
2164,49,14,10.0,1
2165,49,15,8.0,1
2166,49,16,14.0,1
2167,49,17,15.0,1
2168,49,18,15.0,1
2169,49,19,11.0,1
2170,49,20,11.0,1
2171,49,21,20.0,1
2172,49,23,11.0,1
2173,49,25,10.0,1
2174,49,26,10.0,1
2175,49,27,10.0,1
2176,49,28,13.0,1
2177,49,30,18.0,1
2178,49,31,7.0,1
2179,49,32,12.0,1
2180,49,33,9.0,1
2181,49,34,7.0,1
2182,49,35,7.0,1
2183,49,36,10.0,1
2184,49,37,13.0,1
2185,49,38,9.0,1
2186,49,39,8.0,1
2187,49,40,16.0,1
2188,49,42,7.0,1
2189,49,43,8.0,1
2190,49,44,11.0,1
2191,49,45,16.0,1
2192,49,47,8.0,1
2193,49,48,11.0,1
2194,49,49,24.0,1
2195,50,5,24.0,1
2196,50,7,13.0,1
2197,50,12,16.0,1
2198,50,15,11.0,1
2199,50,17,17.0,1
2200,50,24,10.0,1
2201,50,26,14.0,1
2202,50,32,14.0,1
2203,50,35,14.0,1
2204,50,39,14.0,1
2205,50,40,17.0,1
2206,50,44,10.0,1
2207,50,45,19.0,1
2208,51,19,11.0,1
2209,51,28,27.0,1
2210,51,40,22.0,1
2211,51,41,12.0,1
2212,52,44,14.0,1
2213,48,37,21.0,0
2214,49,5,10.0,0
2215,49,12,18.0,0
2216,49,22,13.0,0
2217,49,24,13.0,0
2218,49,29,14.0,0
2219,49,46,12.0,0
2220,50,8,15.0,0
2221,50,9,18.0,0
2222,50,10,31.0,0
